;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 12:43:47.584000+00:00;dIuoAjr+zZdq1MNU;click;H1;[1146, 229];['', ''];['', ''];
1;2022-01-13 12:43:55.225000+00:00;dIuoAjr+zZdq1MNU;click;BUTTON;[1567, 364];[82, 24];[105, 36];
2;2022-01-13 12:44:07.888000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[328, 265];[7, 5];[14, 14];radio
3;2022-01-13 12:44:16.448000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[331, 294];[10, 10];[14, 14];radio
4;2022-01-13 12:44:32.591000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[427, 422];[33, 16];[66, 36];
5;2022-01-13 12:44:32.630000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[427, 422];[33, 17];[13, 13];radio
6;2022-01-13 12:44:40.575000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[433, 242];[39, 16];[66, 36];
7;2022-01-13 12:44:40.576000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[433, 242];[39, 17];[13, 13];radio
8;2022-01-13 12:44:57.544000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[474, 305];[130, 20];[550, 24];
9;2022-01-13 12:44:57.545000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[474, 305];[153, 15];[14, 14];radio
10;2022-01-13 12:45:02.439000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[610, 480];[266, 10];[543, 24];
11;2022-01-13 12:45:02.440000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[610, 480];[289, 5];[14, 14];checkbox
12;2022-01-13 12:45:14.977000+00:00;dIuoAjr+zZdq1MNU;click;DIV;[341, 724];['', ''];['', ''];
13;2022-01-13 12:45:16.232000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[331, 726];[10, 5];[14, 14];radio
14;2022-01-13 12:45:20.715000+00:00;dIuoAjr+zZdq1MNU;click;BUTTON;[1715, 907];[15, 17];[192, 36];
15;2022-01-13 12:45:29.016000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[334, 514];[13, 9];[14, 14];checkbox
16;2022-01-13 12:45:31.152000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[330, 438];[9, 11];[14, 14];checkbox
17;2022-01-13 12:45:33.115000+00:00;dIuoAjr+zZdq1MNU;click;BUTTON;[1843, 911];[1843, 2014];[0, 0];
18;2022-01-13 12:45:50.161000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[652, 297];[308, 16];[721, 24];
19;2022-01-13 12:45:50.162000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[652, 297];[331, 11];[14, 14];radio
20;2022-01-13 12:46:06.688000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[568, 369];[224, 16];[698, 24];
21;2022-01-13 12:46:06.689000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[568, 369];[247, 11];[14, 14];checkbox
22;2022-01-13 12:46:10.336000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[616, 387];[272, 8];[414, 24];
23;2022-01-13 12:46:10.337000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[616, 387];[295, 3];[14, 14];checkbox
24;2022-01-13 12:46:12.536000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[537, 417];[193, 12];[408, 24];
25;2022-01-13 12:46:12.537000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[537, 417];[216, 7];[14, 14];checkbox
26;2022-01-13 12:46:13.144000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[515, 390];[171, 11];[414, 24];
27;2022-01-13 12:46:13.145000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[515, 390];[194, 6];[14, 14];checkbox
28;2022-01-13 12:46:17.273000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[428, 298];[84, 23];[281, 24];
29;2022-01-13 12:46:18.160000+00:00;dIuoAjr+zZdq1MNU;click;LABEL;[402, 287];[58, 12];[281, 24];
30;2022-01-13 12:46:19.088000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[328, 282];[7, 2];[14, 14];checkbox
31;2022-01-13 12:46:28.568000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[538, 217];[25, 8];[185, 26];text
32;2022-01-13 12:46:41.856000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[591, 456];[78, 10];[185, 26];text
33;2022-01-13 12:46:53.312000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[573, 528];[60, 11];[185, 26];text
34;2022-01-13 12:47:17.992000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[637, 593];[124, 5];[185, 26];text
35;2022-01-13 12:47:39.608000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[537, 725];[24, 18];[185, 26];text
36;2022-01-13 12:48:20.264000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[608, 230];[95, 21];[185, 26];text
37;2022-01-13 12:48:36.360000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[601, 296];[88, 16];[185, 26];text
38;2022-01-13 12:49:06.896000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[643, 465];[130, 19];[185, 26];text
39;2022-01-13 12:49:34.424000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[550, 730];[37, 23];[185, 26];text
40;2022-01-13 12:49:50.472000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[593, 725];[80, 18];[185, 26];text
41;2022-01-13 12:49:50.608000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[593, 725];[80, 18];[185, 26];text
42;2022-01-13 12:50:05.271000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[581, 457];[68, 11];[185, 26];text
43;2022-01-13 12:50:14.775000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[539, 600];[26, 12];[185, 26];text
44;2022-01-13 12:50:15.279000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[539, 600];[26, 12];[185, 26];text
45;2022-01-13 12:50:15.447000+00:00;dIuoAjr+zZdq1MNU;click;INPUT;[539, 600];[26, 12];[185, 26];text
