;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 12:44:31.836000+00:00;+gp9ZuW0H6lVbFwT;click;HTML;[490, 605];['', ''];['', ''];
1;2022-01-13 12:44:33.026000+00:00;+gp9ZuW0H6lVbFwT;click;BUTTON;[1421, 365];[39, 25];[105, 36];
2;2022-01-13 12:46:45.703000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[361, 271];[143, 11];[14, 14];radio
3;2022-01-13 12:46:45.703000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[361, 271];[120, 16];[181, 24];
4;2022-01-13 12:47:14.163000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[263, 266];[22, 13];[241, 24];
5;2022-01-13 12:47:14.163000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[263, 266];[45, 8];[14, 14];radio
6;2022-01-13 12:47:30.970000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[341, 345];[50, 19];[66, 36];
7;2022-01-13 12:47:30.971000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[341, 345];[50, 20];[13, 13];radio
8;2022-01-13 12:48:12.692000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[328, 334];[37, 28];[66, 36];
9;2022-01-13 12:48:12.693000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[328, 334];[37, 29];[13, 13];radio
10;2022-01-13 12:48:51.664000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[411, 346];[170, 9];[662, 24];
11;2022-01-13 12:48:51.665000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[411, 346];[193, 4];[14, 14];radio
12;2022-01-13 12:50:17.438000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[314, 742];[73, 13];[413, 24];
13;2022-01-13 12:50:17.439000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[314, 742];[96, 8];[14, 14];radio
14;2022-01-13 12:51:07.021000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[276, 445];[35, 14];[403, 24];
15;2022-01-13 12:51:07.022000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[276, 445];[58, 9];[14, 14];checkbox
16;2022-01-13 12:51:11.806000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[273, 425];[32, 20];[543, 24];
17;2022-01-13 12:51:11.806000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[273, 425];[55, 15];[14, 14];checkbox
18;2022-01-13 12:51:21.957000+00:00;+gp9ZuW0H6lVbFwT;click;BUTTON;[1772, 908];[72, 18];[192, 36];
19;2022-01-13 12:53:44.356000+00:00;+gp9ZuW0H6lVbFwT;click;BUTTON;[1819, 905];[1819, 2008];[0, 0];
20;2022-01-13 12:54:26.616000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[961, 291];[617, 10];[721, 24];
21;2022-01-13 12:54:26.616000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[961, 291];[640, 5];[14, 14];radio
22;2022-01-13 12:54:51.831000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[363, 619];[19, 14];[408, 24];
23;2022-01-13 12:54:51.832000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[363, 619];[42, 9];[14, 14];checkbox
24;2022-01-13 12:54:56.355000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[411, 570];[67, 17];[698, 24];
25;2022-01-13 12:54:56.356000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[411, 570];[90, 12];[14, 14];checkbox
26;2022-01-13 12:55:07.655000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[556, 317];[43, 8];[185, 26];text
27;2022-01-13 12:55:15.006000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[554, 398];[41, 18];[185, 26];text
28;2022-01-13 12:55:20.734000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[571, 467];[58, 16];[185, 26];text
29;2022-01-13 12:55:26.486000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[597, 560];[84, 14];[185, 26];text
30;2022-01-13 12:55:33.557000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[589, 621];[76, 4];[185, 26];text
31;2022-01-13 12:55:44.350000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[585, 697];[72, 9];[185, 26];text
32;2022-01-13 12:55:49.403000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[569, 821];[56, 14];[185, 26];text
33;2022-01-13 12:56:24.004000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[369, 643];[9, 14];[343, 24];
34;2022-01-13 12:56:24.005000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[369, 643];[48, 2237];[14, 14];checkbox
35;2022-01-13 12:56:31.896000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[345, 498];[8, 8];[14, 14];checkbox
36;2022-01-13 12:56:37.616000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[342, 472];[5, 8];[14, 14];checkbox
37;2022-01-13 12:57:18.401000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[340, 388];[3, 7];[14, 14];checkbox
38;2022-01-13 12:57:22.455000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[340, 366];[3, 11];[14, 14];checkbox
39;2022-01-13 12:57:25.475000+00:00;+gp9ZuW0H6lVbFwT;click;DIV;[344, 346];['', ''];['', ''];
40;2022-01-13 12:57:26.197000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[345, 331];[8, 2];[14, 14];checkbox
41;2022-01-13 12:57:39.438000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[340, 453];[3, 11];[14, 14];checkbox
42;2022-01-13 12:57:42.674000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[341, 423];[4, 7];[14, 14];checkbox
43;2022-01-13 12:58:37.824000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[347, 247];[10, 5];[14, 14];checkbox
44;2022-01-13 12:58:40.619000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[342, 303];[5, 9];[14, 14];checkbox
45;2022-01-13 12:58:43.978000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[343, 272];[6, 4];[14, 14];checkbox
46;2022-01-13 12:58:56.355000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[344, 237];[7, 8];[14, 14];checkbox
47;2022-01-13 12:58:59.757000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[338, 215];[1, 12];[14, 14];checkbox
48;2022-01-13 12:59:09.643000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[343, 373];[6, 5];[14, 14];checkbox
49;2022-01-13 12:59:13.146000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[344, 292];[7, 2];[14, 14];checkbox
50;2022-01-13 12:59:22.258000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[343, 477];[6, 0];[14, 14];checkbox
51;2022-01-13 12:59:24.455000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[340, 538];[3, 9];[14, 14];checkbox
52;2022-01-13 12:59:27.490000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[343, 515];[6, 12];[14, 14];checkbox
53;2022-01-13 13:00:19.965000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[348, 238];[4, 16];[51, 24];
54;2022-01-13 13:00:19.966000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[348, 238];[27, 11];[14, 14];radio
55;2022-01-13 13:01:01.134000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[347, 364];[27, 21];[73, 36];
56;2022-01-13 13:01:01.134000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[347, 364];[27, 22];[13, 13];radio
57;2022-01-13 13:01:13.518000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[421, 559];[27, 36];[66, 36];
58;2022-01-13 13:01:13.519000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[421, 559];[27, 37];[13, 13];radio
59;2022-01-13 13:01:44.505000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[432, 628];[38, 25];[66, 36];
60;2022-01-13 13:01:44.506000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[432, 628];[38, 26];[13, 13];radio
61;2022-01-13 13:01:49.119000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[366, 798];[46, 15];[73, 36];
62;2022-01-13 13:01:49.120000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[366, 798];[46, 16];[13, 13];radio
63;2022-01-13 13:01:52.857000+00:00;+gp9ZuW0H6lVbFwT;click;BUTTON;[1728, 909];[28, 19];[192, 36];
64;2022-01-13 13:02:54.255000+00:00;+gp9ZuW0H6lVbFwT;click;NULL;[342, 401];['', ''];['', ''];
65;2022-01-13 13:03:11.001000+00:00;+gp9ZuW0H6lVbFwT;click;NULL;[260, 645];['', ''];['', ''];
66;2022-01-13 13:03:37.234000+00:00;+gp9ZuW0H6lVbFwT;click;BUTTON;[2022, 1016];[2022, 4073];[0, 0];
67;2022-01-13 13:04:04.164000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[457, 668];[7, 17];[170, 24];
68;2022-01-13 13:04:04.165000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[457, 668];[30, 12];[13, 13];checkbox
69;2022-01-13 13:04:04.559000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[455, 644];[5, 19];[208, 24];
70;2022-01-13 13:04:04.999000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[464, 621];[14, 21];[213, 24];
71;2022-01-13 13:04:05+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[464, 621];[37, 16];[13, 13];checkbox
72;2022-01-13 13:04:05.494000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[453, 637];[3, 12];[208, 24];
73;2022-01-13 13:04:06.029000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[440, 635];[13, 5];[13, 13];checkbox
74;2022-01-13 13:04:25.968000+00:00;+gp9ZuW0H6lVbFwT;click;LABEL;[662, 862];[212, 16];[1033, 24];
75;2022-01-13 13:04:25.969000+00:00;+gp9ZuW0H6lVbFwT;click;INPUT;[662, 862];[235, 11];[13, 13];radio
