;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 13:29:15.662000+00:00;EIYdYeKRNU03RcXy;click;H1;[917, 253];['', ''];['', ''];
1;2022-01-13 13:29:15.823000+00:00;EIYdYeKRNU03RcXy;click;H1;[917, 253];['', ''];['', ''];
2;2022-01-13 13:29:48.073000+00:00;EIYdYeKRNU03RcXy;click;BUTTON;[1508, 361];[43, 21];[105, 36];
3;2022-01-13 13:30:20.771000+00:00;EIYdYeKRNU03RcXy;click;LABEL;[248, 189];[109, 15];[181, 24];
4;2022-01-13 13:30:20.778000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[248, 189];[132, 10];[14, 14];radio
5;2022-01-13 13:30:41.394000+00:00;EIYdYeKRNU03RcXy;click;LABEL;[185, 356];[47, 18];[95, 24];
6;2022-01-13 13:30:41.395000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[185, 356];[70, 13];[14, 14];radio
7;2022-01-13 13:30:45.475000+00:00;EIYdYeKRNU03RcXy;click;LABEL;[149, 360];[35, 14];[73, 36];
8;2022-01-13 13:30:45.477000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[149, 360];[35, 15];[13, 13];radio
9;2022-01-13 13:30:53.608000+00:00;EIYdYeKRNU03RcXy;click;LABEL;[176, 314];[61, 28];[73, 36];
10;2022-01-13 13:30:53.609000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[176, 314];[61, 29];[13, 13];radio
11;2022-01-13 13:31:03.793000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[121, 400];[6, 11];[14, 14];radio
12;2022-01-13 13:31:10.681000+00:00;EIYdYeKRNU03RcXy;click;DIV;[807, 264];['', ''];['', ''];
13;2022-01-13 13:31:33.733000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[128, 372];[13, 3];[14, 14];checkbox
14;2022-01-13 13:31:39.530000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[115, 540];[0, 5];[14, 14];radio
15;2022-01-13 13:31:40.500000+00:00;EIYdYeKRNU03RcXy;click;BUTTON;[1304, 712];[16, 9];[192, 36];
16;2022-01-13 13:31:45.291000+00:00;EIYdYeKRNU03RcXy;click;BUTTON;[1391, 720];[1391, 2009];[0, 0];
17;2022-01-13 13:32:33.031000+00:00;EIYdYeKRNU03RcXy;click;LABEL;[170, 256];[32, 2];[778, 24];
18;2022-01-13 13:32:33.690000+00:00;EIYdYeKRNU03RcXy;click;LABEL;[206, 263];[68, 8];[778, 24];
19;2022-01-13 13:32:33.691000+00:00;EIYdYeKRNU03RcXy;click;INPUT;[206, 263];[91, 3];[14, 14];radio
