;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-20 13:00:02.042000+00:00;kLXmq12lngg9D+co;click;BUTTON;[1532, 355];[47, 15];[105, 36];
1;2022-01-20 13:00:13.877000+00:00;kLXmq12lngg9D+co;click;LABEL;[480, 411];[120, 12];[388, 24];
2;2022-01-20 13:00:13.877000+00:00;kLXmq12lngg9D+co;click;INPUT;[480, 411];[143, 7];[14, 14];checkbox
3;2022-01-20 13:00:16.497000+00:00;kLXmq12lngg9D+co;click;LABEL;[761, 463];[401, 12];[511, 24];
4;2022-01-20 13:00:16.498000+00:00;kLXmq12lngg9D+co;click;INPUT;[761, 463];[424, 7];[14, 14];checkbox
5;2022-01-20 13:00:39.225000+00:00;kLXmq12lngg9D+co;click;LABEL;[602, 423];[242, 15];[355, 24];
6;2022-01-20 13:00:39.226000+00:00;kLXmq12lngg9D+co;click;INPUT;[602, 423];[265, 10];[14, 14];checkbox
7;2022-01-20 13:00:40.569000+00:00;kLXmq12lngg9D+co;click;LABEL;[587, 391];[227, 9];[284, 24];
8;2022-01-20 13:00:40.570000+00:00;kLXmq12lngg9D+co;click;INPUT;[587, 391];[250, 4];[14, 14];checkbox
9;2022-01-20 13:00:48.733000+00:00;kLXmq12lngg9D+co;click;LABEL;[389, 616];[29, 21];[355, 24];
10;2022-01-20 13:00:48.734000+00:00;kLXmq12lngg9D+co;click;INPUT;[389, 616];[52, 16];[14, 14];checkbox
11;2022-01-20 13:00:52.047000+00:00;kLXmq12lngg9D+co;click;LABEL;[423, 580];[63, 11];[432, 24];
12;2022-01-20 13:00:52.048000+00:00;kLXmq12lngg9D+co;click;INPUT;[423, 580];[86, 6];[14, 14];checkbox
13;2022-01-20 13:01:18.600000+00:00;kLXmq12lngg9D+co;click;LABEL;[428, 692];[68, 12];[384, 24];
14;2022-01-20 13:01:18.600000+00:00;kLXmq12lngg9D+co;click;INPUT;[428, 692];[91, 7];[14, 14];checkbox
15;2022-01-20 13:01:38.796000+00:00;kLXmq12lngg9D+co;click;LABEL;[576, 552];[216, 17];[332, 24];
16;2022-01-20 13:01:38.797000+00:00;kLXmq12lngg9D+co;click;INPUT;[576, 552];[239, 12];[14, 14];checkbox
17;2022-01-20 13:01:42.250000+00:00;kLXmq12lngg9D+co;click;LABEL;[567, 576];[207, 15];[716, 24];
18;2022-01-20 13:01:42.251000+00:00;kLXmq12lngg9D+co;click;INPUT;[567, 576];[230, 10];[14, 14];checkbox
19;2022-01-20 13:01:58.661000+00:00;kLXmq12lngg9D+co;click;LABEL;[687, 741];[327, 19];[654, 24];
20;2022-01-20 13:01:58.662000+00:00;kLXmq12lngg9D+co;click;INPUT;[687, 741];[350, 14];[14, 14];checkbox
21;2022-01-20 13:02:02.240000+00:00;kLXmq12lngg9D+co;click;LABEL;[740, 761];[380, 13];[686, 24];
22;2022-01-20 13:02:02.242000+00:00;kLXmq12lngg9D+co;click;INPUT;[740, 761];[403, 8];[14, 14];checkbox
23;2022-01-20 13:02:14.080000+00:00;kLXmq12lngg9D+co;click;LABEL;[606, 721];[246, 16];[448, 24];
24;2022-01-20 13:02:14.081000+00:00;kLXmq12lngg9D+co;click;INPUT;[606, 721];[269, 11];[14, 14];checkbox
25;2022-01-20 13:02:17.459000+00:00;kLXmq12lngg9D+co;click;INPUT;[569, 751];[232, 15];[14, 14];checkbox
26;2022-01-20 13:02:17.459000+00:00;kLXmq12lngg9D+co;click;LABEL;[569, 751];[209, 20];[343, 24];
27;2022-01-20 13:02:36.295000+00:00;kLXmq12lngg9D+co;click;LABEL;[806, 563];[446, 11];[514, 24];
28;2022-01-20 13:02:36.296000+00:00;kLXmq12lngg9D+co;click;INPUT;[806, 563];[469, 6];[14, 14];checkbox
29;2022-01-20 13:02:59.689000+00:00;kLXmq12lngg9D+co;click;P;[340, 679];['', ''];['', ''];
30;2022-01-20 13:03:01.964000+00:00;kLXmq12lngg9D+co;click;INPUT;[571, 248];[58, 9];[205, 26];text
31;2022-01-20 13:03:03.296000+00:00;kLXmq12lngg9D+co;click;LI;[1014, 729];['', ''];['', ''];
32;2022-01-20 13:03:10.015000+00:00;kLXmq12lngg9D+co;click;LI;[327, 767];['', ''];['', ''];
33;2022-01-20 13:03:11.701000+00:00;kLXmq12lngg9D+co;click;INPUT;[570, 326];[57, 16];[205, 26];text
