;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 12:43:44.748000+00:00;gdHoIJg5LC37T9Bq;click;H1;[1150, 244];['', ''];['', ''];
1;2022-01-13 12:43:52.867000+00:00;gdHoIJg5LC37T9Bq;click;BUTTON;[1548, 359];[63, 19];[105, 36];
2;2022-01-13 12:44:10.329000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[331, 266];[10, 6];[14, 14];radio
3;2022-01-13 12:44:11.390000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[329, 295];[8, 9];[14, 14];radio
4;2022-01-13 12:44:11.813000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[326, 269];[5, 9];[14, 14];radio
5;2022-01-13 12:44:35.265000+00:00;gdHoIJg5LC37T9Bq;click;DIV;[335, 470];['', ''];['', ''];
6;2022-01-13 12:44:36.095000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[329, 467];[8, 9];[14, 14];radio
7;2022-01-13 12:44:39.717000+00:00;gdHoIJg5LC37T9Bq;click;LABEL;[439, 536];[45, 16];[67, 36];
8;2022-01-13 12:44:39.719000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[439, 536];[43, 15];[10, 10];radio
9;2022-01-13 12:44:47.190000+00:00;gdHoIJg5LC37T9Bq;click;LABEL;[422, 617];[28, 19];[67, 36];
10;2022-01-13 12:44:47.192000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[422, 617];[26, 18];[10, 10];radio
11;2022-01-13 12:44:56.942000+00:00;gdHoIJg5LC37T9Bq;click;LABEL;[354, 616];[34, 18];[73, 36];
12;2022-01-13 12:44:56.944000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[354, 616];[32, 17];[10, 10];radio
13;2022-01-13 12:45:07.734000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[330, 584];[9, 6];[14, 14];radio
14;2022-01-13 12:45:15.777000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[327, 601];[6, 7];[14, 14];checkbox
15;2022-01-13 12:45:18.979000+00:00;gdHoIJg5LC37T9Bq;click;DIV;[340, 689];['', ''];['', ''];
16;2022-01-13 12:45:20.461000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[331, 688];[10, 5];[14, 14];radio
17;2022-01-13 12:45:23.004000+00:00;gdHoIJg5LC37T9Bq;click;BUTTON;[1801, 878];[101, 26];[192, 36];
18;2022-01-13 12:45:44.728000+00:00;gdHoIJg5LC37T9Bq;click;BUTTON;[1804, 862];[0, 0];[0, 0];
19;2022-01-13 12:45:55.616000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[332, 265];[11, 5];[14, 14];radio
20;2022-01-13 12:46:01.808000+00:00;gdHoIJg5LC37T9Bq;click;LABEL;[362, 319];[18, 12];[709, 24];
21;2022-01-13 12:46:01.810000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[362, 319];[41, 7];[14, 14];radio
22;2022-01-13 12:46:22.159000+00:00;gdHoIJg5LC37T9Bq;click;LABEL;[417, 489];[73, 12];[414, 24];
23;2022-01-13 12:46:22.161000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[417, 489];[96, 7];[14, 14];checkbox
24;2022-01-13 12:46:37.761000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[584, 410];[71, 9];[205, 26];text
25;2022-01-13 12:47:39.593000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[523, 546];[10, 3];[205, 26];text
26;2022-01-13 12:47:47.115000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[601, 637];[88, -1];[205, 26];text
27;2022-01-13 12:48:34.322000+00:00;gdHoIJg5LC37T9Bq;click;DIV;[605, 555];['', ''];['', ''];
28;2022-01-13 12:48:34.864000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[594, 574];[81, -2];[205, 26];text
29;2022-01-13 12:48:39.387000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[632, 519];[119, 14];[205, 26];text
30;2022-01-13 12:48:55.448000+00:00;gdHoIJg5LC37T9Bq;click;DIV;[730, 148];['', ''];['', ''];
31;2022-01-13 12:48:55.583000+00:00;gdHoIJg5LC37T9Bq;click;DIV;[730, 148];['', ''];['', ''];
32;2022-01-13 12:50:00.742000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[559, 706];[46, 11];[205, 26];text
33;2022-01-13 12:50:07.314000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[543, 513];[30, 8];[205, 26];text
34;2022-01-13 12:50:20.563000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[573, 285];[60, 17];[205, 26];text
35;2022-01-13 12:50:27.395000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[580, 456];[67, 22];[205, 26];text
36;2022-01-13 12:51:07.846000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[651, 518];[138, 13];[205, 26];text
37;2022-01-13 12:51:13.548000+00:00;gdHoIJg5LC37T9Bq;click;DIV;[622, 462];['', ''];['', ''];
38;2022-01-13 12:51:13.990000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[621, 461];[108, 27];[205, 26];text
39;2022-01-13 12:51:40.128000+00:00;gdHoIJg5LC37T9Bq;click;INPUT;[568, 442];[55, 8];[205, 26];text
