;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 12:45:13.666000+00:00;7Da8ZFF1+wbmRe8T;click;BUTTON;[1526, 365];[41, 25];[105, 36];
1;2022-01-13 12:45:42.171000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[400, 243];[56, 14];[189, 24];
2;2022-01-13 12:45:42.174000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[400, 243];[79, 9];[14, 14];radio
3;2022-01-13 12:45:42.754000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[378, 334];[34, 1];[42, 24];
4;2022-01-13 12:45:42.756000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[378, 334];[57, -4];[14, 14];radio
5;2022-01-13 12:45:43.878000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[375, 558];[31, 5];[241, 24];
6;2022-01-13 12:45:43.880000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[375, 558];[54, 0];[14, 14];radio
7;2022-01-13 12:46:03.087000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[373, 845];[53, 19];[73, 36];
8;2022-01-13 12:46:03.091000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[373, 845];[53, 20];[13, 13];radio
9;2022-01-13 12:46:13.924000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[443, 837];[49, 11];[66, 36];
10;2022-01-13 12:46:13.925000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[443, 837];[49, 12];[13, 13];radio
11;2022-01-13 12:46:30.911000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[427, 664];[83, 7];[146, 24];
12;2022-01-13 12:46:30.914000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[427, 664];[106, 2];[14, 14];radio
13;2022-01-13 12:46:36.222000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[396, 542];[52, 15];[84, 24];
14;2022-01-13 12:46:36.223000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[396, 542];[75, 10];[14, 14];radio
15;2022-01-13 12:46:55.060000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[368, 410];[48, 23];[73, 36];
16;2022-01-13 12:46:55.061000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[368, 410];[48, 24];[13, 13];radio
17;2022-01-13 12:46:55.769000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[422, 601];[28, 34];[66, 36];
18;2022-01-13 12:46:55.772000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[422, 601];[28, 35];[13, 13];radio
19;2022-01-13 12:46:57.610000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[383, 568];[39, 22];[550, 24];
20;2022-01-13 12:46:57.612000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[383, 568];[62, 17];[14, 14];radio
21;2022-01-13 12:46:57.886000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[381, 616];[37, 18];[662, 24];
22;2022-01-13 12:46:57.890000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[381, 616];[60, 13];[14, 14];radio
23;2022-01-13 12:46:58.426000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[383, 561];[62, 10];[14, 14];radio
24;2022-01-13 12:46:58.426000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[383, 561];[39, 15];[550, 24];
25;2022-01-13 12:47:26.445000+00:00;7Da8ZFF1+wbmRe8T;click;DIV;[562, 623];['', ''];['', ''];
26;2022-01-13 12:47:26.915000+00:00;7Da8ZFF1+wbmRe8T;click;LABEL;[525, 619];[181, 21];[662, 24];
27;2022-01-13 12:47:27.827000+00:00;7Da8ZFF1+wbmRe8T;click;INPUT;[331, 613];[10, 10];[14, 14];radio
