;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 12:44:04.281000+00:00;SZ4CZQDCuTdPno+y;click;H1;[1038, 251];['', ''];['', ''];
1;2022-01-13 12:44:04.452000+00:00;SZ4CZQDCuTdPno+y;click;H1;[1038, 251];['', ''];['', ''];
2;2022-01-13 12:44:04.814000+00:00;SZ4CZQDCuTdPno+y;click;H1;[1038, 251];['', ''];['', ''];
3;2022-01-13 12:44:04.969000+00:00;SZ4CZQDCuTdPno+y;click;H1;[1038, 251];['', ''];['', ''];
4;2022-01-13 12:44:07.935000+00:00;SZ4CZQDCuTdPno+y;click;H1;[1156, 233];['', ''];['', ''];
5;2022-01-13 12:44:17.897000+00:00;SZ4CZQDCuTdPno+y;click;BUTTON;[1539, 348];[54, 8];[105, 36];
6;2022-01-13 12:44:49.097000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[482, 271];[138, 16];[181, 24];
7;2022-01-13 12:44:49.098000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[482, 271];[161, 11];[14, 14];radio
8;2022-01-13 12:44:50.346000+00:00;SZ4CZQDCuTdPno+y;click;NULL;[209, 239];['', ''];['', ''];
9;2022-01-13 12:44:57.346000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[405, 470];[84, 8];[14, 14];radio
10;2022-01-13 12:44:57.346000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[405, 470];[61, 13];[146, 24];
11;2022-01-13 12:44:58.735000+00:00;SZ4CZQDCuTdPno+y;click;NULL;[203, 411];['', ''];['', ''];
12;2022-01-13 12:45:38.853000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[591, 632];['', ''];['', ''];
13;2022-01-13 12:45:39.390000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[591, 631];['', ''];['', ''];
14;2022-01-13 12:45:41.495000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[617, 626];['', ''];['', ''];
15;2022-01-13 12:46:03.986000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[420, 666];[76, 7];[109, 24];
16;2022-01-13 12:46:03.987000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[420, 666];[99, 2];[14, 14];radio
17;2022-01-13 12:46:05.315000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[482, 564];['', ''];['', ''];
18;2022-01-13 12:46:36.214000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[763, 204];[419, 11];[550, 24];
19;2022-01-13 12:46:36.215000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[763, 204];[442, 6];[14, 14];radio
20;2022-01-13 12:46:40.857000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[445, 169];['', ''];['', ''];
21;2022-01-13 12:46:42.571000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[329, 165];['', ''];['', ''];
22;2022-01-13 12:47:12.831000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[744, 167];['', ''];['', ''];
23;2022-01-13 12:48:05.761000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[399, 427];[55, 14];[543, 24];
24;2022-01-13 12:48:05.762000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[399, 427];[78, 9];[14, 14];checkbox
25;2022-01-13 12:48:06.031000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[394, 461];[50, 22];[403, 24];
26;2022-01-13 12:48:06.032000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[394, 461];[73, 17];[14, 14];checkbox
27;2022-01-13 12:48:06.287000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[394, 503];[73, 7];[14, 14];checkbox
28;2022-01-13 12:48:06.287000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[394, 503];[50, 12];[584, 24];
29;2022-01-13 12:48:06.637000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[411, 471];[67, 6];[335, 24];
30;2022-01-13 12:48:06.638000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[411, 471];[90, 1];[14, 14];checkbox
31;2022-01-13 12:48:08.533000+00:00;SZ4CZQDCuTdPno+y;click;NULL;[154, 416];['', ''];['', ''];
32;2022-01-13 12:48:44.226000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[424, 426];[30, 12];[66, 36];
33;2022-01-13 12:48:44.227000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[424, 426];[30, 13];[13, 13];radio
34;2022-01-13 12:48:44.913000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[517, 290];['', ''];['', ''];
35;2022-01-13 12:48:48.454000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[370, 227];['', ''];['', ''];
36;2022-01-13 12:48:48.929000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[349, 260];[29, 26];[73, 36];
37;2022-01-13 12:48:48.930000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[349, 260];[29, 27];[13, 13];radio
38;2022-01-13 12:48:49.663000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[640, 202];['', ''];['', ''];
39;2022-01-13 12:49:22.496000+00:00;SZ4CZQDCuTdPno+y;click;BUTTON;[1778, 860];[78, 27];[192, 36];
40;2022-01-13 12:50:29.110000+00:00;SZ4CZQDCuTdPno+y;click;BUTTON;[1842, 914];[1842, 2017];[0, 0];
41;2022-01-13 12:50:46.301000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[676, 245];[332, 16];[559, 24];
42;2022-01-13 12:50:46.302000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[676, 245];[355, 11];[14, 14];radio
43;2022-01-13 12:50:54.784000+00:00;SZ4CZQDCuTdPno+y;click;DIV;[872, 305];['', ''];['', ''];
44;2022-01-13 12:50:56.010000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[359, 89];[15, 8];[721, 24];
45;2022-01-13 12:50:56.011000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[359, 89];[38, 3];[14, 14];radio
46;2022-01-13 12:50:56.813000+00:00;SZ4CZQDCuTdPno+y;click;NULL;[267, 182];['', ''];['', ''];
47;2022-01-13 12:51:25.968000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[597, 321];[253, 16];[408, 24];
48;2022-01-13 12:51:25.969000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[597, 321];[276, 11];[14, 14];checkbox
49;2022-01-13 12:51:26.452000+00:00;SZ4CZQDCuTdPno+y;click;INPUT;[597, 321];[276, 11];[14, 14];checkbox
50;2022-01-13 12:51:26.452000+00:00;SZ4CZQDCuTdPno+y;click;LABEL;[597, 321];[253, 16];[408, 24];
