;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 13:49:03.017000+00:00;qxx1HdWKigAo2V6Z;click;H1;[855, 231];['', ''];['', ''];
1;2022-01-13 13:49:26.156000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1114, 348];[16, 8];[105, 36];
2;2022-01-13 13:49:39.574000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[212, 247];[74, 18];[189, 24];
3;2022-01-13 13:49:39.578000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[212, 247];[97, 13];[14, 14];radio
4;2022-01-13 13:49:40.635000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[183, 272];[45, 17];[181, 24];
5;2022-01-13 13:49:40.637000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[183, 272];[68, 12];[14, 14];radio
6;2022-01-13 13:54:03.627000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[154, 160];[16, 12];[189, 24];
7;2022-01-13 13:54:03.630000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[154, 160];[39, 7];[14, 14];radio
8;2022-01-13 13:54:28.783000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[173, 310];[35, 14];[146, 24];
9;2022-01-13 13:54:28.784000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[173, 310];[58, 9];[14, 14];radio
10;2022-01-13 13:54:38.063000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[169, 253];[55, 27];[73, 36];
11;2022-01-13 13:54:38.064000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[169, 253];[55, 28];[13, 13];radio
12;2022-01-13 13:54:45.855000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[240, 244];[52, 19];[66, 36];
13;2022-01-13 13:54:45.857000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[240, 244];[52, 20];[13, 13];radio
14;2022-01-13 13:55:02.128000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[316, 262];[178, 17];[550, 24];
15;2022-01-13 13:55:02.134000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[316, 262];[201, 12];[14, 14];radio
16;2022-01-13 13:55:27.674000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[294, 230];[156, 13];[403, 24];
17;2022-01-13 13:55:27.676000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[294, 230];[179, 8];[14, 14];checkbox
18;2022-01-13 13:55:34.971000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[203, 533];[65, 18];[413, 24];
19;2022-01-13 13:55:34.973000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[203, 533];[88, 13];[14, 14];radio
20;2022-01-13 13:55:39.659000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[470, 203];[332, 12];[543, 24];
21;2022-01-13 13:55:39.661000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[470, 203];[355, 7];[14, 14];checkbox
22;2022-01-13 13:56:00.827000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[230, 257];[92, 14];[335, 24];
23;2022-01-13 13:56:00.832000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[230, 257];[115, 9];[14, 14];checkbox
24;2022-01-13 13:56:06.197000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[193, 286];[55, 17];[584, 24];
25;2022-01-13 13:56:06.199000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[193, 286];[78, 12];[14, 14];checkbox
26;2022-01-13 13:56:07.353000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1191, 647];[84, 36];[192, 36];
27;2022-01-13 13:56:22.249000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1271, 630];[1271, 2012];[0, 0];
28;2022-01-13 13:56:33.041000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[182, 289];[44, 8];[721, 24];
29;2022-01-13 13:56:33.043000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[182, 289];[67, 3];[14, 14];radio
30;2022-01-13 13:56:35.387000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[295, 185];[157, 23];[414, 24];
31;2022-01-13 13:56:35.390000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[295, 185];[180, 18];[14, 14];checkbox
32;2022-01-13 13:56:40.773000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[260, 35];[106, 22];[755, 24];
33;2022-01-13 13:56:40.777000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[260, 35];[145, 1147];[14, 14];checkbox
34;2022-01-13 13:56:45.311000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[138, 78];[7, 12];[14, 14];checkbox
35;2022-01-13 13:56:46.510000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[142, 282];[11, 3];[14, 14];checkbox
36;2022-01-13 13:56:47.490000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[138, 473];[7, 7];[14, 14];checkbox
37;2022-01-13 13:56:50.344000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[239, 275];[85, 7];[586, 24];
38;2022-01-13 13:56:50.347000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[239, 275];[124, 1693];[14, 14];checkbox
39;2022-01-13 13:56:59.371000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[139, 161];[8, 13];[14, 14];checkbox
40;2022-01-13 13:57:00.427000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[138, 368];[7, 7];[14, 14];checkbox
41;2022-01-13 13:57:01.783000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[133, 529];[2, 7];[14, 14];checkbox
42;2022-01-13 13:57:04.965000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[141, 89];[10, 12];[14, 14];checkbox
43;2022-01-13 13:57:06.736000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[122, 334];[7, 3];[14, 14];radio
44;2022-01-13 13:57:08.326000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[126, 313];[11, 8];[14, 14];radio
45;2022-01-13 13:57:09.576000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[214, 536];[26, 15];[66, 36];
46;2022-01-13 13:57:09.578000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[214, 536];[26, 16];[13, 13];radio
47;2022-01-13 13:57:12.822000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[140, 219];[26, 11];[73, 36];
48;2022-01-13 13:57:12.824000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[140, 219];[26, 12];[13, 13];radio
49;2022-01-13 13:57:13.506000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[156, 420];[42, 32];[73, 36];
50;2022-01-13 13:57:13.508000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[156, 420];[42, 33];[13, 13];radio
51;2022-01-13 13:57:14.356000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[211, 608];[23, 16];[66, 36];
52;2022-01-13 13:57:14.359000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[211, 608];[23, 17];[13, 13];radio
53;2022-01-13 13:57:16.829000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1250, 617];[143, 6];[192, 36];
54;2022-01-13 13:58:01.467000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1236, 629];[1236, 4111];[0, 0];
55;2022-01-13 13:58:02.948000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[147, 244];[33, 14];[73, 36];
56;2022-01-13 13:58:02.949000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[147, 244];[33, 15];[13, 13];radio
57;2022-01-13 13:58:03.572000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[177, 467];[63, 33];[73, 36];
58;2022-01-13 13:58:03.574000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[177, 467];[63, 34];[13, 13];radio
59;2022-01-13 13:58:04.346000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[219, 646];[31, 8];[66, 36];
60;2022-01-13 13:58:04.348000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[219, 646];[31, 9];[13, 13];radio
61;2022-01-13 13:58:09.157000+00:00;qxx1HdWKigAo2V6Z;click;DIV;[152, 304];['', ''];['', ''];
62;2022-01-13 13:58:09.448000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[140, 279];[26, 19];[73, 36];
63;2022-01-13 13:58:09.450000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[140, 279];[26, 20];[13, 13];radio
64;2022-01-13 13:58:13.389000+00:00;qxx1HdWKigAo2V6Z;click;LABEL;[195, 300];[57, 9];[209, 24];
65;2022-01-13 13:58:14.462000+00:00;qxx1HdWKigAo2V6Z;click;DIV;[120, 513];['', ''];['', ''];
66;2022-01-13 13:58:15.074000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[120, 520];[5, 4];[14, 14];radio
67;2022-01-13 13:58:16.433000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[118, 304];[3, 8];[14, 14];checkbox
68;2022-01-13 13:58:17.075000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[118, 326];[3, 4];[14, 14];checkbox
69;2022-01-13 13:58:20.461000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1133, 627];[26, 16];[192, 36];
70;2022-01-13 13:58:32.796000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1225, 627];[1225, 1795];[0, 0];
71;2022-01-13 13:58:35.111000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[128, 267];[13, 7];[14, 14];radio
72;2022-01-13 13:58:39.634000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[121, 515];[6, 9];[14, 14];radio
73;2022-01-13 13:58:44.941000+00:00;qxx1HdWKigAo2V6Z;click;DIV;[114, 358];['', ''];['', ''];
74;2022-01-13 13:58:45.523000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[123, 340];[8, 0];[14, 14];checkbox
75;2022-01-13 13:58:48.032000+00:00;qxx1HdWKigAo2V6Z;click;INPUT;[121, 264];[6, 0];[14, 14];checkbox
76;2022-01-13 13:58:54.641000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1243, 640];[136, 29];[192, 36];
77;2022-01-13 13:59:01.734000+00:00;qxx1HdWKigAo2V6Z;click;HTML;[1310, 328];['', ''];['', ''];
78;2022-01-13 13:59:07.817000+00:00;qxx1HdWKigAo2V6Z;click;BUTTON;[1207, 633];[1207, 1947];[0, 0];
