;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
0;2022-01-13 12:44:11.831000+00:00;xubbgLcQCqnXqt8f;click;H1;[1133, 251];['', ''];['', ''];
1;2022-01-13 12:44:23.611000+00:00;xubbgLcQCqnXqt8f;click;BUTTON;[1564, 355];[79, 15];[105, 36];
2;2022-01-13 12:44:32.804000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[478, 266];[134, 11];[181, 24];
3;2022-01-13 12:44:32.805000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[478, 266];[157, 6];[14, 14];radio
4;2022-01-13 12:44:53.325000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[417, 394];[96, 10];[14, 14];radio
5;2022-01-13 12:44:53.325000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[417, 394];[73, 15];[95, 24];
6;2022-01-13 12:45:05.729000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[362, 435];[42, 9];[73, 36];
7;2022-01-13 12:45:05.730000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[362, 435];[42, 10];[13, 13];radio
8;2022-01-13 12:45:07.893000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[371, 432];[51, 26];[73, 36];
9;2022-01-13 12:45:07.894000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[371, 432];[51, 27];[13, 13];radio
10;2022-01-13 12:45:08.483000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[433, 240];[39, 14];[66, 36];
11;2022-01-13 12:45:08.484000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[433, 240];[39, 15];[13, 13];radio
12;2022-01-13 12:45:32.332000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[330, 464];[9, 9];[14, 14];radio
13;2022-01-13 12:45:38.109000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[323, 483];[2, 8];[14, 14];checkbox
14;2022-01-13 12:45:41.747000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[334, 506];[13, 5];[14, 14];checkbox
15;2022-01-13 12:45:52.832000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[327, 536];[6, 9];[14, 14];checkbox
16;2022-01-13 12:46:06.628000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[396, 725];[52, 9];[109, 24];
17;2022-01-13 12:46:06.629000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[396, 725];[75, 4];[14, 14];radio
18;2022-01-13 12:46:09.966000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[517, 805];[173, 11];[413, 24];
19;2022-01-13 12:46:09.966000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[517, 805];[196, 6];[14, 14];radio
20;2022-01-13 12:46:10.923000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[377, 737];[33, 21];[109, 24];
21;2022-01-13 12:46:10.924000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[377, 737];[56, 16];[14, 14];radio
22;2022-01-13 12:46:12.191000+00:00;xubbgLcQCqnXqt8f;click;BUTTON;[1790, 908];[90, 18];[192, 36];
23;2022-01-13 12:46:26.197000+00:00;xubbgLcQCqnXqt8f;click;BUTTON;[1862, 902];[1862, 2005];[0, 0];
24;2022-01-13 12:47:10.083000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[557, 274];[213, 19];[778, 24];
25;2022-01-13 12:47:10.084000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[557, 274];[236, 14];[14, 14];radio
26;2022-01-13 12:47:12.459000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[577, 295];[233, 14];[721, 24];
27;2022-01-13 12:47:12.460000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[577, 295];[256, 9];[14, 14];radio
28;2022-01-13 12:47:22.082000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[478, 320];[134, 19];[300, 24];
29;2022-01-13 12:47:22.083000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[478, 320];[157, 14];[14, 14];checkbox
30;2022-01-13 12:47:23.241000+00:00;xubbgLcQCqnXqt8f;click;DIV;[497, 352];['', ''];['', ''];
31;2022-01-13 12:47:23.597000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[483, 342];[139, 15];[419, 24];
32;2022-01-13 12:47:23.598000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[483, 342];[162, 10];[14, 14];checkbox
33;2022-01-13 12:47:24.136000+00:00;xubbgLcQCqnXqt8f;click;INPUT;[480, 332];[159, 0];[14, 14];checkbox
34;2022-01-13 12:47:24.136000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[480, 332];[136, 5];[419, 24];
35;2022-01-13 12:47:31.028000+00:00;xubbgLcQCqnXqt8f;click;LABEL;[575, 363];[231, 10];[698, 24];
